Company,Country,Date,Months,Time,Rocket,Mission,Rocket Status,Price,Mission Status,
Arianespace,France,3/28/1995,March,11:19:00 AM,Ariane 44LP,"Brasilsat B2, Hot Bird 1",Retired,"$39,869,012.00 ",Success,
Northrop,USA,4/3/1995,March,1:48:00 PM,Pegasus,Orbcomm F1 and F2 & OrbView-1,Retired,"$38,110,363.00 ",Success,
IAI,Israel,4/5/1995,March,,Shavit,Ofek-3,Retired,"$34,246,278.00 ",Success,
ILS,USA,4/7/1995,March,11:47:00 PM,Atlas IIA,AMSC-1,Retired,"$13,735,217.00 ",Success,
Arianespace,France,4/21/1995,April,1:44:00 AM,Ariane 40,ERS-2,Retired,"$21,531,709.00 ",Success,
Lockheed,USA,5/14/1995,April,1:45:00 PM,Titan IV(401)A,Mentor,Retired,"$12,813,275.00 ",Success,
Arianespace,France,5/17/1995,April,6:34:00 AM,Ariane 44LP,Intelsat 706,Retired,"$21,342,454.00 ",Success,
Lockheed,USA,5/23/1995,April,5:52:00 AM,Atlas I,GOES-J,Retired,"$45,924,061.00 ",Success,
VKS RF,Russia,5/24/1995,May,8:10:00 PM,Molniya-M /Block 2BL,Cosmos 2312,Retired,"$40,952,290.00 ",Success,
Lockheed,USA,5/31/1995,May,3:27:00 PM,Atlas II,USA-111 (UHF F5),Retired,"$40,526,104.00 ",Success,
VKS RF,Kazakhstan,6/8/1995,May,4:43:00 AM,Tsyklon-2,Cosmos 2313,Retired,"$32,509,908.00 ",Success,
Arianespace,France,6/10/1995,May,12:24:00 AM,Ariane 42P,DBS-3,Retired,"$15,708,056.00 ",Success,
Northrop,USA,6/22/1995,May,7:58:00 PM,Pegasus XL,STEP-3,Active,"$39,335,271.00 ",Failure,
NASA,USA,6/27/1995,June,7:32:00 PM,Space Shuttle Atlantis,STS-71,Retired,"$24,315,066.00 ",Success,
VKS RF,Russia,7/5/1995,June,3:09:00 AM,Cosmos-3M (11K65M),Cosmos 2315,Retired,"$38,212,082.00 ",Success,
Arianespace,France,7/7/1995,June,4:23:00 PM,Ariane 40,"Helios 1A, Cerise, LBSAT-1",Retired,"$17,443,020.00 ",Success,
Lockheed,USA,7/10/1995,June,12:38:00 PM,Titan IV(401)A,Trumpet,Retired,"$39,349,238.00 ",Success,
NASA,USA,7/13/1995,July,1:41:00 PM,Space Shuttle Discovery,STS-70,Retired,"$19,593,073.00 ",Success,
Lockheed,USA,7/31/1995,July,11:30:00 PM,Atlas IIA,USA-113 (DSCS IIIB-7),Retired,"$44,470,096.00 ",Success,
RVSN USSR,Russia,8/2/1995,July,11:59:00 PM,Molniya-M /Block SO-L,Interbol 1 & Magion 4,Retired,"$31,721,820.00 ",Success,
Arianespace,France,8/3/1995,July,10:58:00 PM,Ariane 42L,Panamsat-4,Retired,"$36,934,868.00 ",Success,
VKS RF,Russia,8/9/1995,July,1:21:00 AM,Molniya-M /Block ML,Molniya-3 n†­163,Retired,"$15,115,892.00 ",Success,
Lockheed,USA,8/15/1995,August,10:30:00 PM,Athena I,GemStar 1,Retired,"$40,244,745.00 ",Failure,
ILS,USA,8/29/1995,August,12:53:00 AM,Atlas IIAS,JCSAT-3,Retired,"$29,451,477.00 ",Success,
Arianespace,France,8/29/1995,August,6:41:00 AM,Ariane 42P,N-Star A,Retired,"$37,844,508.00 ",Success,
VKS RF,Russia,8/31/1995,August,6:50:00 AM,Tsyklon-3,Sich 1 & FASat Alfa,Retired,"$20,328,197.00 ",Success,
Boeing,USA,9/5/1995,August,11:10:00 AM,Delta II 7925,Koreasat 1,Retired,"$21,533,499.00 ",Partial Failure,
NASA,USA,9/7/1995,August,3:09:00 PM,Space Shuttle Endeavour,STS-69,Retired,"$27,443,223.00 ",Success,
Arianespace,France,9/24/1995,August,12:06:00 AM,Ariane 42L,Telstar 402R,Retired,"$32,102,461.00 ",Success,
VKS RF,Russia,10/6/1995,September,3:23:00 AM,Cosmos-3M (11K65M),Cosmos 2321,Retired,"$35,607,411.00 ",Partial Failure,
Arianespace,France,10/19/1995,September,12:28:00 AM,Ariane 42L,Astra 1E,Retired,"$37,869,420.00 ",Success,
NASA,USA,10/20/1995,September,1:53:00 PM,Space Shuttle Columbia,STS-73,Retired,"$12,382,423.00 ",Success,
Lockheed,USA,10/22/1995,October,8:00:00 AM,Atlas II,USA-114 (UHF F6),Retired,"$26,380,442.00 ",Success,
EER,USA,10/23/1995,October,10:03:00 PM,Conestoga-1620,METEOR,Retired,"$18,516,767.00 ",Failure,
VKS RF,Kazakhstan,10/31/1995,October,8:19:00 PM,Zenit-2,Cosmos 2322,Retired,"$44,655,597.00 ",Success,
Boeing,USA,11/4/1995,October,2:22:00 PM,Delta II 7920-10,RADARSAT-1 and SURFSAT,Retired,"$18,234,837.00 ",Success,
Lockheed,USA,11/6/1995,October,5:15:00 AM,Titan IV(401)A,Milstar DFS-2,Retired,"$15,998,042.00 ",Success,
NASA,USA,11/12/1995,October,12:30:00 PM,Space Shuttle Atlantis,STS-74,Retired,"$15,430,969.00 ",Success,
Arianespace,France,11/17/1995,November,1:20:00 AM,Ariane 44P,Infrared Space Observatory,Retired,"$21,016,861.00 ",Success,
CASC,China,11/28/1995,November,11:30:00 AM,Long March 2E,AsiaSat 2,Retired,"$21,710,202.00 ",Success,
Lockheed,USA,12/2/1995,November,8:08:00 AM,Atlas IIAS,SOHO,Retired,"$39,892,621.00 ",Success,
Lockheed,USA,12/5/1995,November,9:18:00 PM,Titan IV(404)A,KH-11 Kennen,Retired,"$39,319,630.00 ",Success,
Arianespace,France,12/6/1995,November,11:23:00 PM,Ariane 44L,"Telecom 2C, Insat 2C",Retired,"$45,262,046.00 ",Success,
Lockheed,USA,12/15/1995,December,12:23:00 AM,Atlas IIA,Galaxy 3R,Retired,"$25,007,418.00 ",Success,
VKS RF,Kazakhstan,12/20/1995,December,12:52:00 AM,Tsyklon-2,Cosmos 2326,Retired,"$18,646,575.00 ",Success,
VKS RF,Kazakhstan,12/28/1995,December,6:45:00 AM,Molniya-M /Block 2BL,IRS-1C & Skipper,Retired,"$35,116,986.00 ",Success,
CASC,China,12/28/1995,December,11:50:00 AM,Long March 2E,EchoStar 1,Retired,"$12,874,087.00 ",Success,
Boeing,USA,12/30/1995,December,1:48:00 PM,Delta II 7920-10,XTE,Retired,"$18,868,835.00 ",Success,
NASA,USA,1/11/1996,December,9:41:00 AM,Space Shuttle Endeavour,STS-72,Retired,"$23,111,353.00 ",Success,
Arianespace,France,1/12/1996,December,11:10:00 PM,Ariane 44L,"Panamsat-3R, Measat-1",Retired,"$12,332,810.00 ",Success,
Boeing,USA,1/14/1996,December,11:10:00 AM,Delta II 7925,Koreasat-2,Retired,"$31,611,191.00 ",Success,
VKS RF,Russia,1/16/1996,January,3:33:00 PM,Cosmos-3M (11K65M),Cosmos 2327,Retired,"$30,825,431.00 ",Success,
ILS,USA,2/1/1996,January,1:15:00 AM,Atlas IIAS,Palapa C1,Retired,"$36,564,790.00 ",Success,
Arianespace,France,2/5/1996,January,7:19:00 AM,Ariane 44P,N-Star B,Retired,"$35,522,708.00 ",Success,
CASC,China,2/14/1996,January,7:01:00 PM,Long March 3B,Intelsat 708,Retired,"$10,875,072.00 ",Failure,
Boeing,USA,2/17/1996,February,8:43:00 PM,Delta II 7925-8,NEAR,Retired,"$37,788,994.00 ",Success,
VKS RF,Russia,2/19/1996,February,12:58:00 AM,Tsyklon-3,Cosmos 2328 to 2330 & Gonets 1 to 3,Retired,"$43,910,358.00 ",Success,
NASA,USA,2/22/1996,February,8:18:00 PM,Space Shuttle Columbia,STS-75,Retired,"$24,449,905.00 ",Success,
Boeing,USA,2/24/1996,February,11:24:00 AM,Delta II 7925-10,Polar,Retired,"$26,242,138.00 ",Success,
Northrop,USA,3/9/1996,February,1:53:00 AM,Pegasus XL,REX II,Active,"$27,684,101.00 ",Success,
Arianespace,France,3/14/1996,February,7:11:00 AM,Ariane 44LP,Intelsat 707,Retired,"$34,524,744.00 ",Success,
ISRO,India,3/21/1996,February,4:53:00 AM,PSLV-G,IRS-P3,Retired,"$15,276,738.00 ",Success,
NASA,USA,3/22/1996,March,8:13:00 AM,Space Shuttle Atlantis,STS-76,Retired,"$38,126,988.00 ",Success,
Boeing,USA,3/28/1996,March,12:21:00 AM,Delta II 7925,USA-117 (GPS IIA-16),Retired,"$19,588,657.00 ",Success,
ILS,USA,4/3/1996,March,11:01:00 PM,Atlas IIA,Inmarsat 3-F1,Retired,"$28,187,188.00 ",Success,
Arianespace,France,4/20/1996,March,10:36:00 PM,Ariane 42P,M-SAT-1,Retired,"$31,200,789.00 ",Success,
Boeing,USA,4/24/1996,March,12:27:00 PM,Delta II 7920-10,MSX,Retired,"$17,151,535.00 ",Success,
VKS RF,Russia,4/24/1996,April,1:00:00 PM,Cosmos-3M (11K65M),Cosmos 2265,Retired,"$22,562,304.00 ",Success,
Lockheed,USA,4/24/1996,April,11:37:00 PM,Titan IV(401)A,Mercury,Retired,"$28,658,397.00 ",Success,
Lockheed,USA,4/30/1996,April,4:31:00 AM,Atlas I,BeppoSAX,Retired,"$27,486,586.00 ",Success,
Lockheed,USA,5/12/1996,April,9:32:00 PM,Titan IV(403)A,"SLDCOM, NOSS 3x, TiPS 2x",Retired,"$41,157,168.00 ",Success,
Arianespace,France,5/16/1996,April,1:56:00 AM,Ariane 44L,"Palapa C2, AMOS-1",Retired,"$25,050,907.00 ",Success,
Northrop,USA,5/17/1996,April,2:44:00 AM,Pegasus,MSTI-3,Retired,"$19,429,352.00 ",Success,
NASA,USA,5/19/1996,May,10:30:00 AM,Space Shuttle Endeavour,STS-77,Retired,"$41,213,029.00 ",Success,
Boeing,USA,5/24/1996,May,1:10:00 AM,Delta II 7925,Galaxy 9,Retired,"$39,016,768.00 ",Success,
ESA,France,6/4/1996,May,12:34:00 PM,Ariane 5 G,Cluster,Retired,"$19,609,412.00 ",Failure,
Arianespace,France,6/15/1996,May,6:55:00 AM,Ariane 44P,Intelsat 709,Retired,"$37,191,302.00 ",Success,
NASA,USA,6/20/1996,May,2:49:00 PM,Space Shuttle Columbia,STS-78,Retired,"$45,308,133.00 ",Success,
Northrop,USA,7/2/1996,June,7:48:00 AM,Pegasus XL,TOMS,Active,"$25,976,596.00 ",Success,
Lockheed,USA,7/3/1996,June,12:31:00 AM,Titan IV(405)A,SDS,Retired,"$43,462,990.00 ",Success,
CASC,China,7/3/1996,June,10:47:00 AM,Long March 3,Apstar 1A,Retired,"$16,960,489.00 ",Success,
Arianespace,France,7/9/1996,July,10:24:00 PM,Ariane 44L,"Arabsat-2A, T??rksat 1C",Retired,"$26,839,375.00 ",Success,
Boeing,USA,7/16/1996,July,12:50:00 AM,Delta II 7925,USA-126 (GPS IIA-17),Retired,"$36,895,457.00 ",Success,
Lockheed,USA,7/25/1996,July,12:42:00 PM,Atlas II,UHF F7,Retired,"$21,764,882.00 ",Success,
Arianespace,France,8/8/1996,July,10:49:00 PM,Ariane 44L,"Italsat F2, Telecom 2D",Retired,"$13,976,804.00 ",Success,
VKS RF,Russia,8/14/1996,July,10:21:00 PM,Molniya-M /Block ML,Molniya-1T n†­164,Retired,"$16,254,984.00 ",Success,
MHI, Japan,8/17/1996,July,1:53:00 AM,H-II (2 SSB),Fuji 2 & Midori,Retired,"$37,287,653.00 ",Success,
CASC,China,8/18/1996,August,10:27:00 AM,Long March 3,Chinasat-7,Retired,"$11,729,429.00 ",Partial Failure,
Northrop,USA,8/21/1996,August,9:47:00 AM,Pegasus XL,FAST,Active,"$34,985,514.00 ",Success,
RVSN USSR,Russia,8/29/1996,August,5:22:00 AM,Molniya-M /Block SO-L,"Interbol 2, Magion5 & Victor",Retired,"$19,770,103.00 ",Success,
VKS RF,Kazakhstan,9/4/1996,August,9:01:00 AM,Zenit-2,Cosmos 2333,Retired,"$23,381,764.00 ",Success,
VKS RF,Russia,9/5/1996,August,12:47:00 PM,Cosmos-3M (11K65M),Cosmos 2334 & UNAMSAT-B,Retired,"$25,052,963.00 ",Success,
ILS,USA,9/8/1996,August,9:49:00 PM,Atlas IIA,GE-1,Retired,"$29,173,214.00 ",Success,
Arianespace,France,9/11/1996,September,12:00:00 AM,Ariane 42P,Echostar-2,Retired,"$44,462,340.00 ",Success,
Boeing,USA,9/12/1996,September,8:49:00 AM,Delta II 7925,USA-128 (GPS IIA-18),Retired,"$38,596,707.00 ",Success,
NASA,USA,9/16/1996,September,8:54:00 AM,Space Shuttle Atlantis,STS-79,Retired,"$29,737,559.00 ",Success,
CASC,China,10/20/1996,September,7:20:00 AM,Long March 2D,FSW-2 No.3,Active,"$23,948,469.00 ",Success,
VKS RF,Russia,10/24/1996,September,11:37:00 AM,Molniya-M /Block ML,Molniya-3 n†­165,Retired,"$23,836,526.00 ",Success,
Northrop,USA,11/4/1996,September,5:08:00 PM,Pegasus XL,HETE & SAC-B,Active,"$44,364,700.00 ",Failure,
Boeing,USA,11/7/1996,October,5:00:00 PM,Delta II 7925,Mars Global Surveyor,Retired,"$19,278,206.00 ",Success,
Arianespace,France,11/13/1996,October,10:40:00 PM,Ariane 44L,"Arabsat-2B, Measat-2",Retired,"$45,888,636.00 ",Success,
ILS,USA,11/21/1996,November,8:47:00 PM,Atlas IIA,Hot Bird 2,Retired,"$41,681,150.00 ",Success,
Boeing,USA,12/4/1996,November,6:58:00 AM,Delta II 7925,Mars Pathfinder,Retired,"$19,066,276.00 ",Success,
NASA,USA,12/7/1996,November,11:49:00 AM,Space Shuttle Columbia,STS-80,Retired,"$24,813,890.00 ",Success,
VKS RF,Kazakhstan,12/11/1996,November,12:00:00 PM,Tsyklon-2,Cosmos 2335,Retired,"$21,969,912.00 ",Success,
ILS,USA,12/18/1996,December,1:57:00 AM,Atlas IIA,Inmarsat 3-F3,Retired,"$20,162,677.00 ",Success,
VKS RF,Russia,12/20/1996,December,6:43:00 AM,Cosmos-3M (11K65M),Cosmos 2336,Retired,"$33,630,726.00 ",Success,
Lockheed,USA,12/20/1996,December,6:04:00 PM,Titan IV(404)A,NROL-2 (KH-11 Kennen),Retired,"$20,747,398.00 ",Success,
NASA,USA,1/12/1997,December,9:27:00 AM,Space Shuttle Atlantis,STS-81,Retired,"$34,618,601.00 ",Success,
Boeing,USA,1/17/1997,December,4:28:00 PM,Delta II 7925,GPS IIR-1,Retired,"$24,974,084.00 ",Failure,
Arianespace,France,1/30/1997,December,10:04:00 PM,Ariane 44L,"GE-2, Nahuel 1A",Retired,"$30,737,355.00 ",Success,
NASA,USA,2/11/1997,January,8:55:00 AM,Space Shuttle Discovery,STS-82,Retired,"$18,484,210.00 ",Success,
ISAS, Japan,2/12/1997,January,4:50:00 AM,Mu-V / M-24,Muses B,Retired,"$19,222,295.00 ",Success,
VKS RF,Russia,2/14/1997,January,3:47:00 AM,Tsyklon-3,Cosmos 2337 to 2339 & Gonets 4 to 6,Retired,"$17,056,371.00 ",Success,
ILS,USA,2/17/1997,February,1:42:00 AM,Atlas IIAS,JCSAT-4,Retired,"$35,422,138.00 ",Success,
Lockheed,USA,2/23/1997,February,8:20:00 PM,Titan IV(402)B,DSP,Retired,"$11,740,123.00 ",Success,
Arianespace,France,3/1/1997,February,1:07:00 AM,Ariane 44P,Intelsat 801,Retired,"$17,217,307.00 ",Success,
MITT,Russia,3/4/1997,February,2:00:00 AM,Start-1,Zeya,Active,"$38,857,899.00 ",Success,
ILS,USA,3/8/1997,February,6:01:00 AM,Atlas IIA,Tempo 2,Retired,"$10,128,939.00 ",Success,
Lockheed,USA,4/4/1997,March,4:47:00 PM,Titan II(23)G,USA-131,Retired,"$44,070,167.00 ",Success,
NASA,USA,4/4/1997,March,7:20:00 PM,Space Shuttle Columbia,STS-83,Retired,"$26,990,859.00 ",Success,
Arianespace,France,4/16/1997,March,11:08:00 PM,Ariane 44LP,"Thaicom 3, BSAT 1a",Retired,"$24,088,234.00 ",Success,
VKS RF,Russia,4/17/1997,April,1:03:00 PM,Cosmos-3M (11K65M),Cosmos 2341,Retired,"$22,465,268.00 ",Success,
Northrop,Canaria,4/21/1997,April,11:59:00 AM,Pegasus XL,MiniSat & Celestis space burial,Active,"$33,392,805.00 ",Success,
Lockheed,USA,4/25/1997,April,5:49:00 AM,Atlas I,GOES-K,Retired,"$33,580,329.00 ",Success,
Boeing,USA,5/5/1997,April,2:55:00 PM,Delta II 7920-10C,MS-1,Retired,"$18,204,767.00 ",Success,
CASC,China,5/11/1997,April,4:17:00 PM,Long March 3A,ChinaSat 6,Active,"$39,783,809.00 ",Success,
VKS RF,Russia,5/14/1997,April,12:33:00 AM,Molniya-M /Block 2BL,Cosmos 2342,Retired,"$14,447,614.00 ",Success,
NASA,USA,5/15/1997,May,8:07:00 AM,Space Shuttle Atlantis,STS-84,Retired,"$18,379,863.00 ",Success,
VKS RF,Kazakhstan,5/20/1997,May,7:07:00 AM,Zenit-2,Tselina-2 n†­19,Retired,"$11,167,807.00 ",Failure,
Boeing,USA,5/20/1997,May,10:39:00 PM,Delta II 7925,Telenor Thor II,Retired,"$35,987,967.00 ",Success,
Arianespace,France,6/3/1997,May,11:20:00 PM,Ariane 44L,"Inmarsat 3 F4, Insat 2D",Retired,"$45,005,462.00 ",Success,
CASC,China,6/10/1997,May,12:01:00 PM,Long March 3,Fengyun-2A,Retired,"$36,229,306.00 ",Success,
Arianespace,France,6/25/1997,May,11:44:00 PM,Ariane 44P,Intelsat 802,Retired,"$15,198,649.00 ",Success,
NASA,USA,7/1/1997,June,6:02:00 PM,Space Shuttle Columbia,STS-94,Retired,"$36,479,248.00 ",Success,
Boeing,USA,7/9/1997,June,1:04:00 PM,Delta II 7920-10C,MS-2,Retired,"$37,081,423.00 ",Success,
Boeing,USA,7/23/1997,June,3:43:00 AM,Delta II 7925,USA-132 (GPS IIR-2),Retired,"$30,517,737.00 ",Success,
ILS,USA,7/28/1997,July,1:15:00 AM,Atlas IIAS,Superbird C,Retired,"$12,509,236.00 ",Success,
Northrop,Canaria,8/1/1997,July,8:20:00 PM,Pegasus XL,OrbView-2,Active,"$40,463,879.00 ",Success,
NASA,USA,8/7/1997,July,2:41:00 PM,Space Shuttle Discovery,STS-85,Retired,"$42,188,286.00 ",Success,
Arianespace,France,8/8/1997,July,6:46:00 AM,Ariane 44P,Panamsat-6,Retired,"$42,574,970.00 ",Success,
CASC,China,8/19/1997,August,5:50:00 PM,Long March 3B,Agila-2,Retired,"$27,142,534.00 ",Success,
Boeing,USA,8/21/1997,August,12:38:00 AM,Delta II 7920-10C,MS-3,Retired,"$30,982,166.00 ",Success,
Lockheed,USA,8/23/1997,August,6:51:00 AM,Athena I,Lewis,Retired,"$26,476,275.00 ",Success,
Boeing,USA,8/25/1997,August,2:39:00 PM,Delta II 7920-8,Advanced Composition Explorer,Retired,"$15,602,423.00 ",Success,
Northrop,USA,8/29/1997,August,3:02:00 PM,Pegasus XL,FORTE,Active,"$17,775,702.00 ",Success,
CASC,China,9/1/1997,August,2:00:00 PM,Long March 2C,Iridium mass simulator A&B,Active,"$33,973,696.00 ",Success,
Arianespace,France,9/2/1997,August,10:21:00 PM,Ariane 44LP,"Hot Bird 3, Meteosat 7",Retired,"$14,293,551.00 ",Success,
ILS,USA,9/4/1997,August,12:03:00 PM,Atlas IIAS,GE-3,Retired,"$10,167,351.00 ",Success,
VKS RF,Russia,9/23/1997,September,4:44:00 PM,Cosmos-3M (11K65M),Cosmos 2346 & FAISAT-2V,Retired,"$23,018,853.00 ",Success,
Arianespace,France,9/23/1997,September,11:58:00 PM,Ariane 44LP,Intelsat 803,Retired,"$31,130,889.00 ",Success,
VKS RF,Russia,9/24/1997,September,9:30:00 PM,Molniya-M /Block ML,Molniya-1T n†­166,Retired,"$33,775,149.00 ",Success,
NASA,USA,9/25/1997,September,2:34:00 PM,Space Shuttle Atlantis,STS-86,Retired,"$35,418,261.00 ",Success,
Boeing,USA,9/27/1997,September,1:23:00 AM,Delta II 7920-10C,MS-4,Retired,"$25,700,824.00 ",Success,
ISRO,India,9/29/1997,September,10:20:00 AM,PSLV-G,IRS-1D,Retired,"$45,538,213.00 ",Partial Failure,
ILS,USA,10/5/1997,September,9:01:00 PM,Atlas IIAS,Echostar 3,Retired,"$42,619,993.00 ",Success,
Lockheed,USA,10/15/1997,September,8:43:00 AM,Titan IV(401)B,Cassini???Huygens,Retired,"$41,516,243.00 ",Success,
CASC,China,10/16/1997,September,7:13:00 PM,Long March 3B,Apstar 2R,Retired,"$39,651,077.00 ",Success,
Northrop,USA,10/22/1997,October,1:13:00 PM,Pegasus XL,STEP-4,Active,"$10,905,241.00 ",Success,
Lockheed,USA,10/24/1997,October,2:32:00 AM,Titan IV(403)A,NROL-3 (Lacrosse),Retired,"$17,662,960.00 ",Success,
Lockheed,USA,10/25/1997,October,12:46:00 AM,Atlas IIA,DSCS IIIB-13,Retired,"$32,387,349.00 ",Success,
ESA,France,10/30/1997,October,1:43:00 PM,Ariane 5 G,"MaqSat-H, TEAMSAT, MaqSat-B, YES",Retired,"$43,775,392.00 ",Partial Failure,
AEB,Brazil,11/2/1997,October,,VLS-1,SCD-2A,Retired,"$11,177,825.00 ",Failure,
Boeing,USA,11/6/1997,October,12:30:00 AM,Delta II 7925,USA-134 (GPS IIA-19),Retired,"$35,405,028.00 ",Success,
Lockheed,USA,11/8/1997,October,2:05:00 AM,Titan IV(401)A,NROL-4 (Trumpet),Retired,"$29,467,389.00 ",Success,
Boeing,USA,11/9/1997,November,1:34:00 AM,Delta II 7920-10C,MS-5,Retired,"$43,247,661.00 ",Success,
NASA,USA,11/19/1997,November,7:46:00 PM,Space Shuttle Columbia,STS-87,Retired,"$44,172,303.00 ",Success,
MHI, Japan,11/27/1997,November,9:27:00 PM,H-II,TRMM & Orihime/Hikoboshi,Retired,"$36,238,779.00 ",Success,
Arianespace,France,12/2/1997,November,10:52:00 PM,Ariane 44P,"JCSAT-5, Equator S",Retired,"$21,174,107.00 ",Success,
CASC,China,12/8/1997,November,7:16:00 AM,Long March 2C,Iridium 42 & 44,Active,"$20,275,403.00 ",Success,
ILS,USA,12/8/1997,November,11:52:00 PM,Atlas IIAS,Galaxy 8i,Retired,"$33,276,219.00 ",Success,
VKS RF,Kazakhstan,12/9/1997,December,7:17:00 AM,Tsyklon-2,Cosmos 2347,Retired,"$17,341,450.00 ",Success,
Arianespace,France,12/12/1997,December,9:48:00 PM,Ariane 44L,"Sirius-2, Cakrawarta-1",Retired,"$41,145,187.00 ",Success,
Boeing,USA,12/20/1997,December,1:16:00 PM,Delta II 7920-10C,MS-6,Retired,"$40,167,050.00 ",Success,
Arianespace,France,12/22/1997,December,12:16:00 AM,Ariane 42L,Intelsat 804,Retired,"$19,275,980.00 ",Success,
Northrop,USA,12/23/1997,December,7:11:00 PM,Pegasus XL/HAPS,Orbcomm A1-A8,Active,"$32,813,610.00 ",Success,
MITT,Russia,12/24/1997,December,1:32:00 PM,Start-1,Earlybird 1,Active,"$10,578,303.00 ",Success,
ILS,Kazakhstan,12/24/1997,December,11:19:00 PM,Proton K/Block DM-3,PAS-22,Retired,"$38,394,157.00 ",Partial Failure,
Lockheed,USA,1/7/1998,December,2:28:00 AM,Athena II,Lunar Prospector,Retired,"$44,174,871.00 ",Success,
Boeing,USA,1/10/1998,December,12:32:00 AM,Delta II 7925,Skynet 4D,Retired,"$28,802,145.00 ",Success,
NASA,USA,1/22/1998,December,2:48:00 AM,Space Shuttle Endeavour,STS-89,Retired,"$18,971,900.00 ",Success,
IAI,Israel,1/22/1998,January,,Shavit,Ofek-4,Retired,"$30,438,829.00 ",Failure,
Lockheed,USA,1/29/1998,January,6:37:00 PM,Atlas IIA,NROL-5/SDS,Retired,"$45,580,998.00 ",Success,
Arianespace,France,2/4/1998,January,11:29:00 PM,Ariane 44LP,"Brasilsat B3, Inmarsat-3 F5",Retired,"$36,192,396.00 ",Success,
Northrop,USA,2/10/1998,January,1:20:00 PM,Minotaur C (Taurus),GFO & Orbcomm 11 and 12,Active,"$38,157,841.00 ",Success,
Boeing,USA,2/14/1998,January,2:24:00 PM,Delta II 7420-10C,Globalstar-1,Retired,"$39,952,658.00 ",Success,
Boeing,USA,2/18/1998,February,1:58:00 PM,Delta II 7920-10C,MS-7,Retired,"$27,340,279.00 ",Success,
MHI, Japan,2/21/1998,February,7:55:00 AM,H-II,Kakehashi,Retired,"$27,298,531.00 ",Partial Failure,
Northrop,USA,2/26/1998,February,7:07:00 AM,Pegasus XL,SNOE & BATSAT,Active,"$39,551,695.00 ",Success,
Arianespace,France,2/27/1998,February,10:38:00 PM,Ariane 42P,Hot Bird 4,Retired,"$36,486,765.00 ",Success,
ILS,USA,2/28/1998,February,12:21:00 AM,Atlas IIAS,Intelsat 806,Retired,"$15,518,120.00 ",Success,
Lockheed,USA,3/16/1998,February,9:32:00 PM,Atlas II,UHF F8,Retired,"$36,414,227.00 ",Success,
Arianespace,France,3/24/1998,February,1:46:00 AM,Ariane 40,SPOT-4,Retired,"$22,687,115.00 ",Success,
CASC,China,3/25/1998,February,5:01:00 PM,Long March 2C,Iridium 51 & 61,Active,"$43,777,704.00 ",Success,
Boeing,USA,3/30/1998,March,6:02:00 AM,Delta II 7920-10C,MS-8,Retired,"$40,400,361.00 ",Success,
Northrop,USA,4/2/1998,March,4:24:00 PM,Pegasus XL,TRACE,Active,"$28,955,612.00 ",Success,
NASA,USA,4/17/1998,March,6:19:00 PM,Space Shuttle Columbia,STS-90,Retired,"$41,515,691.00 ",Success,
Boeing,USA,4/24/1998,March,10:38:00 PM,Delta II 7920-10C,Globalstar-2,Retired,"$30,199,181.00 ",Success,
Arianespace,France,4/28/1998,April,10:53:00 PM,Ariane 44P,"Nilesat-101, BSAT-1B",Retired,"$34,415,851.00 ",Success,
CASC,China,5/2/1998,April,9:16:00 AM,Long March 2C,Iridium 69 & 71,Active,"$32,319,349.00 ",Success,
VKS RF,Russia,5/7/1998,April,8:53:00 AM,Molniya-M /Block 2BL,Cosmos 2351,Retired,"$15,487,785.00 ",Success,
Lockheed,USA,5/9/1998,April,1:38:00 AM,Titan IV(401)B,NROL-6 (Mentor),Retired,"$30,269,743.00 ",Success,
Lockheed,USA,5/13/1998,May,3:52:00 PM,Titan II(23)G,NOAA-15,Retired,"$32,350,950.00 ",Success,
Boeing,USA,5/17/1998,May,9:16:00 PM,Delta II 7920-10C,MS-9,Retired,"$40,663,722.00 ",Success,
CASC,China,5/30/1998,May,10:00:00 AM,Long March 3B,ChinaStar 1,Retired,"$10,320,416.00 ",Success,
NASA,USA,6/2/1998,May,10:06:00 PM,Space Shuttle Discovery,STS-91,Retired,"$11,006,866.00 ",Success,
Boeing,USA,6/10/1998,May,12:35:00 AM,Delta II 7925,Thor III,Retired,"$40,279,973.00 ",Success,
VKS RF,Russia,6/15/1998,May,10:58:00 PM,Tsyklon-3,Cosmos 2352 to 2357,Retired,"$32,728,844.00 ",Partial Failure,
CASC,China,6/18/1998,June,9:20:00 AM,Long March 3B,SinoSat 1,Retired,"$27,691,765.00 ",Success,
ILS,USA,6/18/1998,June,10:48:00 PM,Atlas IIAS,Intelsat 805,Retired,"$18,177,768.00 ",Success,
VKS RF,Russia,7/1/1998,June,12:48:00 AM,Molniya-M /Block ML,Molniya-3 n†­167,Retired,"$36,506,801.00 ",Success,
ISAS, Japan,7/3/1998,June,6:12:00 PM,Mu-V / M-24,Nozomi,Retired,"$45,371,237.00 ",Success,
SRC, Barents Sea,7/7/1998,June,3:15:00 AM,Shtil',Tubsat,Retired,"$17,644,960.00 ",Success,
VKS RF,Kazakhstan,7/10/1998,July,6:30:00 AM,Zenit-2,Resurs-O1 n†­4 & Others,Retired,"$38,866,747.00 ",Success,
VKS RF,Kazakhstan,7/28/1998,July,9:15:00 AM,Zenit-2,Cosmos 2360,Retired,"$31,409,996.00 ",Success,
